Gene	HC11	HC12	HC13	HC14	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82
NUDC	30	17	14	42	62	41	70	98	25	89	93	122	16	59	48	33
NR0B2	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
C1orf172	9	7	0	10	1	9	7	4	6	9	3	56	0	0	0	0
TRNP1	1	0	1	1	0	1	2	4	0	6	4	300	1	0	3	3
FAM46B	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
SLC9A1	12	3	15	31	82	27	40	56	24	80	80	44	10	30	21	8
WDTC1	113	95	29	58	70	45	78	47	71	105	82	95	25	59	30	83
TMEM222	52	36	3	14	23	10	36	18	5	21	34	8	21	15	19	14
SYTL1	80	54	9	30	67	57	79	70	23	119	158	113	18	87	89	27
MAP3K6	1	3	8	20	28	12	24	14	13	58	26	21	0	13	5	2
FCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD164L2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR3	3	0	3	13	21	6	8	11	10	16	14	8	0	3	2	3
WASF2	101	135	168	389	995	459	328	439	301	1279	843	702	107	490	294	182
AHDC1	19	17	12	25	34	8	31	24	17	24	60	39	9	14	13	24
FGR	731	831	298	711	1495	688	1195	1480	1320	2769	1530	1614	468	2269	1566	1545
IFI6	56	28	58	52	4190	966	86	647	22	56	1021	87	7	79	41	23
FAM76A	23	21	4	16	28	25	27	56	17	30	36	37	2	34	28	4
STX12	93	64	16	72	114	75	103	129	75	166	135	133	32	116	65	115
PPP1R8	16	20	10	43	85	36	30	65	17	44	53	61	12	30	16	22
THEMIS2	89	104	143	450	575	285	409	543	602	804	405	408	23	470	233	89
RPA2	181	150	72	153	170	121	281	190	156	250	317	323	9	166	128	117
SMPDL3B	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0
XKR8	40	40	15	60	52	17	51	120	60	91	45	155	24	71	34	50
EYA3	41	35	11	23	21	25	76	46	22	37	46	49	33	18	23	54
PTAFR	97	58	316	345	1309	433	419	1006	561	1564	647	1497	75	375	588	440
DNAJC8	70	33	8	60	79	70	91	73	38	88	64	51	21	47	54	57
AL353354.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPIF1	186	139	541	349	993	313	550	468	299	617	414	757	62	257	322	189
SESN2	35	39	80	62	79	68	37	82	61	108	110	371	1	89	61	48
MED18	10	3	7	12	20	2	6	7	6	14	6	32	1	7	2	13
PHACTR4	179	169	33	98	224	96	197	131	87	154	148	156	118	119	128	149
RCC1	22	22	168	31	114	28	89	82	61	106	113	366	13	51	41	94
TRNAU1AP	78	71	60	90	122	43	190	103	84	121	153	197	37	87	114	72
TAF12	31	32	20	41	41	33	85	98	46	75	72	86	9	44	56	35
RAB42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMEB1	23	14	25	57	113	89	104	91	25	85	119	101	20	43	17	37
YTHDF2	26	25	43	105	204	134	81	170	37	130	135	97	2	57	34	19
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41	0	2	4	3	3	1	0	1	0	1	2	3	0	3	1	5
TMEM200B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF4	44	44	40	113	192	205	123	197	41	149	183	184	46	111	137	141
MECR	8	5	2	6	8	4	8	9	9	12	5	4	4	8	4	7
PTPRU	0	0	1	0	0	6	2	2	0	2	6	25	2	1	0	1
MATN1	5	0	0	0	26	7	5	11	1	0	2	0	0	3	0	6
LAPTM5	1265	1100	630	1555	2481	1783	3236	2872	2669	6683	2902	3344	545	4188	3080	1579
SDC3	0	1	0	1	6	2	0	11	0	4	1	27	0	1	4	4
PUM1	83	64	19	108	187	136	105	133	51	121	188	108	21	86	73	70
NKAIN1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNRNP40	10	9	4	3	9	5	9	19	4	6	7	3	5	3	7	15
ZCCHC17	10	5	7	11	18	24	20	26	16	45	61	97	17	28	18	8
FABP3	5	10	2	3	11	4	3	4	4	5	8	8	5	8	8	1
SERINC2	2	2	1	4	13	3	14	11	20	48	9	83	1	198	103	17
TINAGL1	0	0	0	1	0	0	1	0	0	0	0	48	0	0	0	0
HCRTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEF1	15	11	11	45	70	57	51	93	37	139	196	104	9	86	78	33
COL16A1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
BAI2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
SPOCD1	1	9	0	3	1	1	7	1	4	2	1	0	4	1	1	8
PTP4A2	693	452	212	938	1383	1054	1066	963	434	1185	1142	1552	331	713	427	875
AL136115.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KHDRBS1	198	162	79	349	685	400	349	536	164	340	427	471	85	291	191	185
TMEM39B	10	18	29	43	29	33	36	34	51	57	57	63	14	12	31	42
KPNA6	53	49	110	252	436	209	215	251	102	312	402	220	34	131	62	41
TXLNA	33	21	19	31	119	56	66	62	29	107	89	103	11	36	53	24
CCDC28B	41	19	24	18	24	6	46	30	7	39	55	28	18	4	3	105
IQCC	0	4	0	3	1	0	1	1	2	0	1	2	0	0	3	1
DCDC2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM234	9	6	2	6	19	8	20	12	17	40	16	109	2	17	17	7
EIF3I	131	72	26	75	90	45	96	52	60	77	58	93	35	47	55	128
FAM167B	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LCK	339	265	70	331	390	244	582	299	134	293	669	302	31	37	10	152
HDAC1	132	120	101	232	168	182	330	301	175	463	432	326	52	199	251	252
MARCKSL1	32	19	2	34	77	60	49	61	19	34	41	306	12	36	30	65
TSSK3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAM229A	6	8	3	13	5	10	7	14	9	11	24	7	0	11	2	3
BSDC1	22	33	69	51	216	79	57	96	39	98	112	177	36	126	84	107
RP1-27O5.3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ZBTB8B	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5
ZBTB8A	1	2	1	0	0	1	1	1	0	3	0	1	0	3	3	0
ZBTB8OS	26	16	25	61	83	76	76	58	90	142	116	160	11	68	78	47
RBBP4	18	12	2	33	66	26	14	19	13	31	22	35	8	18	15	29
SYNC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1522	1	5	0	3	7	0	1	3	0	0	8	26	0	1	4	4
YARS	27	37	26	75	70	81	163	112	77	169	227	197	4	99	48	32
S100PBP	21	19	6	29	40	55	105	59	28	57	98	45	0	18	30	14
FNDC5	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0
HPCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNF19B	20	12	9	10	140	50	9	15	2	15	52	94	12	19	29	91
AK2	272	168	118	107	276	141	272	281	108	252	223	271	85	153	278	120
ADC	2	1	3	10	1	4	5	0	3	4	6	6	2	0	0	2
TRIM62	5	5	5	6	10	7	5	0	5	6	14	9	0	4	2	1
ZNF362	44	45	37	63	103	36	53	62	62	46	75	69	7	54	36	46
PHC2	51	70	14	48	122	43	151	127	292	313	63	220	84	651	261	139
ZSCAN20	3	2	0	1	4	0	1	0	0	2	2	20	0	0	0	0
CSMD2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM12	90	32	43	50	110	32	87	80	39	97	62	82	29	60	38	68
GJB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJA4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP3	1	1	0	0	0	0	2	0	1	0	2	1	0	3	3	0
RP11-244H3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM6NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM6	10	9	2	14	11	22	30	13	18	34	17	9	14	16	19	13
ZMYM1	3	1	1	5	5	11	1	12	5	10	6	6	0	3	4	5
SFPQ	512	465	669	887	1624	1221	2427	2151	1207	2489	1864	2280	290	1234	1068	674
ZMYM4	9	14	10	38	53	31	36	59	27	78	63	47	7	30	33	10
KIAA0319L	70	50	46	130	180	128	170	161	140	245	277	367	52	163	117	124
NCDN	23	20	3	6	22	6	20	15	12	13	9	42	11	3	8	9
TFAP2E	0	1	0	1	1	4	3	8	2	7	12	8	0	7	0	3
PSMB2	134	135	39	77	244	103	342	175	87	135	130	201	87	177	224	316
C1orf216	10	19	44	12	64	1	19	10	13	17	32	26	2	11	21	20
CLSPN	0	2	1	0	0	1	3	1	1	0	2	0	0	0	1	8
AGO4	60	45	16	80	92	50	129	162	113	220	122	183	41	244	184	112
AGO1	103	69	51	103	154	84	150	119	62	159	122	124	38	64	58	103
AGO3	18	27	40	61	76	52	64	63	24	70	70	80	16	40	27	29
TEKT2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRHL2	4	11	54	56	178	33	42	57	29	183	135	101	0	47	14	13
COL8A2	2	0	0	3	3	3	3	9	14	13	9	3	4	12	5	3
TRAPPC3	9	7	274	61	288	48	65	95	45	167	161	179	2	66	31	25
MAP7D1	327	267	73	123	325	155	374	232	187	389	388	305	53	210	139	286
THRAP3	91	90	83	131	362	108	213	278	119	203	258	331	42	131	98	74
SH3D21	1	0	0	2	3	4	0	3	0	1	0	45	0	0	0	1
EVA1B	30	10	0	1	10	5	21	9	10	15	7	16	35	2	13	22
RP11-268J15.5	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0
STK40	48	54	86	101	378	152	145	143	140	237	259	615	16	122	109	94
LSM10	45	25	22	42	108	24	60	48	39	86	85	99	20	43	45	35
OSCP1	0	0	0	1	1	0	1	0	1	3	1	0	0	0	0	0
MRPS15	12	11	14	19	40	18	36	22	23	43	24	49	1	19	13	10
CSF3R	283	202	114	316	712	379	744	542	447	1322	359	1675	319	1067	1046	641
GRIK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H12A	30	23	36	77	1230	599	94	191	69	240	610	950	7	98	132	112
MEAF6	44	38	55	105	88	96	112	152	78	141	184	131	9	77	44	55
SNIP1	10	15	29	58	78	94	76	103	34	63	63	73	0	39	40	18
DNALI1	0	0	1	2	1	0	0	2	0	2	0	0	0	0	0	0
GNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO1	0	1	1	7	1	4	0	1	0	2	0	5	0	0	0	0
C1orf109	0	0	4	2	14	2	3	2	0	1	1	0	0	1	1	0
CDCA8	2	0	0	0	11	3	16	18	12	15	13	60	1	13	37	17
EPHA10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MANEAL	0	0	2	8	1	6	3	5	2	6	20	22	0	0	2	4
YRDC	15	5	11	10	128	61	52	46	14	28	76	54	6	14	36	58
C1orf122	16	18	26	44	269	69	44	88	47	114	140	129	0	36	41	24
MTF1	25	30	57	58	392	106	84	87	42	147	168	318	61	102	127	97
INPP5B	15	20	8	25	56	25	36	43	27	67	56	31	8	22	23	31
SF3A3	95	72	68	151	165	122	277	242	98	302	292	225	35	157	118	76
FHL3	28	19	23	26	52	21	34	60	28	42	49	54	4	49	20	7
UTP11L	7	7	5	19	54	25	28	60	20	47	37	16	12	38	37	11
POU3F1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
RRAGC	151	103	29	105	104	96	150	139	50	186	142	185	68	197	154	86
MYCBP	47	25	61	44	74	16	92	65	49	124	94	116	28	64	72	66
GJA9	0	0	2	2	3	2	1	9	2	0	1	6	0	2	1	1
RHBDL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKIRIN1	37	31	11	98	252	116	77	131	44	76	103	209	23	95	40	51
NDUFS5	803	455	375	412	729	304	917	649	443	901	455	1143	369	591	630	463
MACF1	77	80	72	227	269	248	319	358	145	262	466	269	15	97	80	127
KIAA0754	8	5	1	7	19	13	5	8	3	9	7	6	9	7	11	7
BMP8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC4	214	116	23	171	117	159	226	212	113	173	185	175	79	151	228	177
HEYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPCAL4	5	12	11	9	24	3	5	6	2	6	32	13	1	0	0	1
PPIE	155	179	39	39	37	36	176	93	50	61	80	84	136	73	76	167
BMP8B	0	3	3	4	8	0	7	8	3	12	1	3	0	4	1	0
OXCT2	0	0	0	1	0	0	4	3	5	3	7	1	0	0	1	0
TRIT1	20	11	13	50	24	40	31	49	26	27	41	85	0	23	25	12
MYCL	61	40	24	22	18	13	39	46	24	56	35	3	28	13	5	13
MFSD2A	1	2	3	7	120	42	8	8	2	13	60	53	1	1	12	18
CAP1	705	509	302	714	1303	880	1526	1361	702	2000	1543	2010	340	2101	1460	805
PPT1	1517	730	291	515	639	534	1309	813	939	2291	584	802	2406	1016	1812	4014
RLF	32	51	18	88	136	115	104	115	64	87	135	139	4	86	68	15
TMCO2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ZMPSTE24	19	17	3	34	60	26	81	55	32	66	39	56	2	49	52	31
COL9A2	2	0	2	1	11	0	2	0	3	3	4	7	0	0	3	0
SMAP2	424	323	91	306	469	221	303	714	439	811	513	815	624	928	429	598
ZFP69B	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0
ZFP69	0	1	2	3	7	0	10	2	2	3	4	1	0	1	0	0
EXO5	1	2	4	5	3	2	16	1	4	8	10	8	0	6	13	3
ZNF684	8	1	2	6	6	1	0	1	0	2	5	2	0	1	7	10
RIMS3	0	2	2	10	10	4	4	2	3	5	7	7	0	4	0	0
NFYC	42	33	35	69	119	75	150	108	88	129	97	135	8	154	77	71
KCNQ4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CITED4	18	17	0	5	32	6	35	11	3	35	25	12	10	107	116	9
CTPS1	21	13	3	19	12	37	55	62	26	33	47	40	11	22	32	33
SLFNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCMH1	6	3	22	32	59	19	26	33	31	56	74	64	1	48	61	7
FOXO6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
EDN2	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0
HIVEP3	14	10	16	15	141	89	44	25	18	25	66	45	0	21	7	17
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
FOXJ3	72	48	51	135	283	162	186	167	147	225	285	158	33	96	50	68
RIMKLA	0	0	5	0	0	0	0	2	2	0	0	8	0	0	0	2
ZMYND12	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0
PPCS	54	55	112	91	231	50	137	101	106	217	206	192	11	103	81	34
CCDC30	0	1	0	2	0	0	1	2	0	1	6	2	0	0	0	0
PPIH	40	38	41	93	114	86	165	139	68	229	170	353	4	117	84	53
YBX1	16	21	62	358	495	309	150	391	128	309	258	736	9	142	125	34
CLDN19	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0
LEPRE1	6	1	3	12	18	11	20	15	3	22	17	8	1	13	6	2
C1orf50	21	19	5	11	33	13	29	7	10	16	17	74	9	20	9	10
CCDC23	69	8	6	30	54	20	29	30	6	26	18	36	16	39	38	40
ERMAP	11	12	12	10	16	12	21	6	13	15	11	13	0	15	8	3
ZNF691	7	1	0	1	1	0	2	1	5	0	8	10	0	1	0	0
SLC2A1	23	11	19	49	97	33	47	28	13	38	97	443	12	39	13	15
FAM183A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EBNA1BP2	21	7	35	37	34	20	80	65	26	47	29	63	9	9	15	19
WDR65	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
TMEM125	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0
C1orf210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIE1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC20	0	0	2	1	2	1	11	18	14	15	7	41	0	11	11	5
ELOVL1	45	36	26	31	90	20	31	39	37	52	39	45	77	44	67	57
MED8	70	37	29	40	81	44	128	116	72	114	121	271	15	119	104	50
SZT2	7	6	3	16	33	13	16	28	9	19	29	18	4	4	13	4
HYI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRF	0	0	0	0	0	1	10	0	0	1	3	292	0	1	23	0
KDM4A	37	42	217	114	702	107	103	82	72	208	257	224	15	90	49	25
ST3GAL3	4	4	5	4	9	4	3	12	1	13	7	31	0	7	1	0
ARTN	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
IPO13	4	2	0	2	14	0	10	10	2	12	19	25	0	3	6	0
DPH2	28	18	7	16	43	15	38	18	12	25	20	14	13	21	6	18
ATP6V0B	110	62	285	258	643	260	504	559	464	1179	434	1341	69	711	332	175
B4GALT2	30	18	10	14	12	12	91	55	44	75	54	233	6	37	41	35
CCDC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A9	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
KLF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMAP1	263	183	15	26	41	34	174	62	103	129	101	95	126	111	71	182
ERI3	43	44	5	6	15	11	39	18	12	19	6	23	12	15	11	34
RNF220	256	215	135	293	433	169	532	345	329	724	524	429	36	284	201	205
TMEM53	9	1	1	5	4	2	4	0	7	6	20	25	1	11	15	18
C1orf228	15	17	4	9	24	5	26	20	10	40	17	23	36	54	68	36
KIF2C	4	3	4	3	4	0	51	21	12	31	10	60	12	54	93	54
RPS8	11205	7960	3701	7952	3306	3029	13491	5702	5917	11155	5662	13606	2405	5685	6386	7445
BEST4	2	6	4	4	14	10	4	0	0	4	4	9	0	0	0	3
PLK3	1	0	1	7	28	22	7	13	10	34	19	51	0	15	15	4
TCTEX1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH2	1	5	1	7	63	20	10	4	3	3	8	22	4	3	5	5
EIF2B3	25	22	9	23	31	20	52	50	37	56	76	29	39	37	36	16
HECTD3	22	30	5	25	51	13	38	25	21	19	16	26	12	38	6	7
UROD	14	18	17	25	74	15	47	37	26	100	53	108	4	39	44	24
ZSWIM5	4	0	1	1	1	1	3	8	3	0	2	33	0	1	0	0
HPDL	1	0	1	2	3	3	8	2	6	3	5	8	8	0	11	2
MUTYH	9	4	14	51	63	27	45	38	25	78	63	61	1	14	10	9
TOE1	4	0	4	11	13	19	3	6	6	10	11	6	0	5	1	4
TESK2	2	1	4	1	2	3	3	5	3	3	1	5	0	2	4	1
CCDC163P	5	2	6	9	11	10	15	3	4	0	16	11	0	4	0	2
MMACHC	0	2	0	0	3	0	4	0	0	0	1	2	0	0	0	0
PRDX1	220	112	19	70	90	77	298	182	141	267	202	743	157	133	108	286
AKR1A1	43	30	49	48	138	50	116	104	45	134	95	130	3	70	58	67
NASP	139	119	89	173	83	125	307	238	182	331	344	398	81	153	232	310
CCDC17	7	1	0	1	2	0	3	3	1	5	10	1	2	3	3	2
GPBP1L1	103	69	81	111	103	118	176	203	112	265	255	192	45	142	130	157
TMEM69	6	5	3	11	7	18	16	30	15	64	13	70	8	29	4	1
IPP	5	2	3	4	10	0	3	12	3	14	5	1	0	3	7	3
MAST2	15	5	1	8	12	2	22	12	10	15	19	16	7	28	21	8
PIK3R3	13	20	9	4	9	9	35	25	12	14	100	70	0	9	1	27
TSPAN1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
POMGNT1	27	10	1	9	13	2	8	11	6	11	21	6	2	7	4	4
LURAP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD54L	0	0	0	0	0	0	0	1	0	0	2	2	0	1	3	0
LRRC41	1	2	0	4	13	7	5	4	2	8	5	4	3	4	2	7
UQCRH	307	229	204	361	742	350	880	675	368	734	474	1024	213	527	583	569
NSUN4	18	6	14	24	31	17	17	19	12	28	29	44	12	28	15	14
FAAH	5	4	2	6	4	7	10	6	6	3	1	4	0	9	0	2
DMBX1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
KNCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKNK1	26	27	16	46	132	54	60	86	99	197	150	107	27	96	45	36
MOB3C	16	11	19	13	94	19	37	24	19	48	50	60	30	21	16	17
ATPAF1	51	42	5	50	59	39	137	67	49	74	79	101	16	26	60	32
EFCAB14	235	162	84	297	288	319	474	455	170	295	352	229	51	203	178	168
TEX38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZK1IP1	0	2	0	3	2	0	0	0	0	4	2	4	3	9	6	4
TAL1	6	4	4	13	7	4	28	25	6	24	8	36	6	35	29	12
STIL	0	0	0	2	11	4	19	24	8	13	10	48	5	19	25	17
CMPK1	82	81	77	251	288	173	272	409	127	278	252	501	38	128	138	76
FOXE3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
FOXD2	0	5	1	3	1	3	3	4	5	8	42	17	0	2	0	12
TRABD2B	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
SLC5A9	0	3	0	0	2	0	0	2	0	0	0	1	0	0	0	0
SPATA6	5	20	4	11	6	3	10	17	30	18	4	24	4	13	7	49
AGBL4	0	0	80	0	0	0	0	0	0	1	0	2	0	0	0	0
BEND5	0	2	2	2	4	1	2	2	0	0	1	2	0	1	1	0
AL645730.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
DMRTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAF1	7	6	2	16	34	13	21	13	18	30	21	25	1	8	15	8
CDKN2C	11	9	2	3	8	0	14	8	8	7	8	2	6	16	34	1
C1orf185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF11	33	43	22	95	137	88	139	111	50	120	74	98	38	105	67	107
TTC39A	0	0	0	2	1	1	2	0	0	1	1	17	0	1	0	0
EPS15	58	30	30	93	113	112	188	166	86	166	182	146	28	104	104	72
OSBPL9	23	23	6	63	62	50	55	70	33	60	44	64	8	67	58	17
NRD1	6	3	4	6	23	12	9	13	9	30	20	40	5	12	8	4
RAB3B	0	0	1	0	0	0	0	0	0	0	1	125	2	0	0	0
TXNDC12	19	19	56	92	176	82	90	137	59	208	169	293	8	98	113	35
KTI12	34	11	12	20	27	16	37	23	10	19	27	11	9	15	9	15
BTF3L4	24	17	27	40	86	60	82	90	43	67	55	78	18	64	64	48
ZFYVE9	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0
CC2D1B	49	79	16	24	106	49	62	60	27	58	55	46	62	49	44	84
ORC1	2	0	2	1	6	3	13	8	0	0	2	1	10	3	12	18
PRPF38A	104	76	37	82	92	118	192	180	77	176	147	167	50	153	102	116
ZCCHC11	7	21	4	24	70	29	28	39	8	16	19	19	6	16	17	11
GPX7	4	3	3	4	28	9	22	16	10	24	2	16	0	16	10	6
FAM159A	1	1	4	8	12	1	2	2	0	7	12	1	0	3	5	2
COA7	4	0	1	0	1	1	1	0	1	2	2	7	0	1	1	0
ZYG11B	55	41	11	73	53	71	106	99	38	90	84	112	22	111	90	31
ZYG11A	0	1	0	0	0	0	1	2	0	0	0	27	0	0	0	0
ECHDC2	97	108	12	69	89	67	134	71	36	60	110	57	54	37	32	44
SCP2	37	33	8	63	158	69	73	131	39	119	83	133	34	97	138	74
PODN	3	4	0	0	4	9	0	2	1	2	21	4	0	2	0	0
SLC1A7	7	3	0	9	14	7	3	19	4	7	30	1	1	3	0	0
CPT2	0	1	2	15	7	5	2	6	0	20	3	22	3	21	4	1
C1orf123	7	3	7	10	18	4	26	10	6	21	16	11	0	12	7	1
MAGOH	106	121	477	187	613	214	288	190	265	436	479	735	50	166	230	334
LRP8	3	12	4	18	20	12	20	26	23	43	52	51	5	35	16	27
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDC1	58	63	15	46	23	48	137	71	63	127	111	261	23	58	77	77
YIPF1	90	75	15	45	46	46	139	81	89	117	84	99	31	98	45	77
DIO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB11	11	9	18	36	134	27	60	71	32	64	74	42	0	24	44	25
LRRC42	27	17	7	30	27	44	73	60	56	78	107	241	22	112	94	83
LDLRAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM59	71	58	53	134	452	148	195	199	102	222	225	286	9	118	140	77
TCEANC2	0	0	4	4	7	10	3	5	2	12	12	11	6	9	2	0
AL161915.1	1	2	0	2	3	0	7	0	2	7	2	2	0	0	0	3
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-446E24.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL357673.1	1	1	3	5	6	2	3	6	2	3	4	11	0	2	4	7
CYB5RL	7	3	11	2	5	3	1	2	0	2	4	4	0	2	2	0
MRPL37	297	211	142	147	171	80	321	264	151	314	319	455	108	166	111	156
SSBP3	30	39	9	50	51	50	53	59	18	30	110	26	23	13	9	14
SSBP3-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACOT11	3	0	10	5	3	1	1	1	0	10	1	24	0	9	9	1
FAM151A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH7-TTC4	0	0	1	5	1	2	0	1	1	0	4	3	1	0	0	0
MROH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC4	1	5	0	3	0	0	4	0	1	7	3	5	0	4	6	1
PARS2	4	7	2	0	0	0	3	0	1	8	9	2	0	2	0	0
TTC22	0	0	0	10	8	7	3	5	4	3	12	3	0	0	0	0
C1orf177	6	8	2	0	7	0	2	2	2	0	6	2	0	0	3	4
DHCR24	16	8	15	17	45	22	104	160	61	157	194	2934	14	176	125	70
TMEM61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSND	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCSK9	0	0	0	0	0	0	0	0	2	3	0	295	0	72	16	0
USP24	38	46	7	56	72	89	91	85	48	66	136	68	18	56	26	35
PPAP2B	0	0	0	0	2	1	2	0	0	0	0	1	0	10	5	0
PRKAA2	0	1	68	0	0	0	1	6	0	0	0	47	2	0	0	0
C1orf168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAB1	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0
